record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,Firme,Categorie,Sottocategorie,altro,season,7dayssale,color,partner,service,Sunglasses,Warehouse2,bicolors,Watches,Print, Genere,shoes,model_id,barcode,model_size,model_quantity
PRODUCT,39517,Geographical Norway,Angleterre,RP_Angleterre_man_navy,149,160.00,,24.90,"Mens padded jacket ᐧ -  line Royal polo ᐧ -internal: 100% polyamide, internal polyester ᐧ - detachable hood ᐧ - zip fastening ᐧ - two external pockets, two internal pockets ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod39517_image_664105652.jpg,http://www.brandsdistribution.com/prod/stock_prod39517_image_1444948267.jpg,http://www.brandsdistribution.com/prod/stock_prod39517_image_489275765.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39517," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121763,,S,24
MODEL,39517," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121764,,M,31
MODEL,39517," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121765,,L,43
MODEL,39517," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121766,,XL,34
MODEL,39517," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121767,,XXL,17
PRODUCT,54629,Geographical Norway,Antartic,Antartic_man_kaki,21,180.00,,39.90,"Mens Jacket with hood ᐧ ᐧ - zip fastening ᐧ - 5 external zipped pockets ᐧ - 3 internal pocket ᐧ ᐧ - internal composition: 100% pl, external composition: 100% pl ᐧ ᐧ - Wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod54629_image_672289210.jpg,http://www.brandsdistribution.com/prod/stock_prod54629_image_492727970.jpg,http://www.brandsdistribution.com/prod/stock_prod54629_image_432806935.jpg,Geographical Norway,Men,Jackets," "," "," ",Brown," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,54629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157549,,S,7
MODEL,54629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157550,,M,7
MODEL,54629," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157553,,XXL,7
PRODUCT,54650,Geographical Norway,Antartic,Antartic_man_black,150,180.00,,39.90,"Mens Jacket with hood ᐧ ᐧ - zip fastening ᐧ - 5 external zipped pockets ᐧ - 3 internal pocket ᐧ ᐧ - internal composition: 100% pl, external composition: 100% pl ᐧ ᐧ - Wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod54650_image_870665418.jpg,http://www.brandsdistribution.com/prod/stock_prod54650_image_405743864.jpg,http://www.brandsdistribution.com/prod/stock_prod54650_image_677101397.jpg,Geographical Norway,Men,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Men," "," "," "," "," "
MODEL,54650," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157651,,S,19
MODEL,54650," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157652,,M,11
MODEL,54650," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157653,,L,64
MODEL,54650," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157654,,XL,37
MODEL,54650," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157655,,XXL,19
PRODUCT,41382,Geographical Norway,Antonio,Antonio_man_black,88,119.00,,29.90,Jacket men ᐧ Parka ᐧ theme: Italia ᐧ 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41382_image_1694304025.jpg,http://www.brandsdistribution.com/prod/stock_prod41382_image_1829829591.jpg,http://www.brandsdistribution.com/prod/stock_prod41382_image_1235510251.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41382," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126753,3543112756320   ,S,15
MODEL,41382," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126754,3543112756337   ,M,19
MODEL,41382," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126755,3543112756344   ,L,28
MODEL,41382," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126756,3543112756351   ,XL,18
MODEL,41382," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126757,3543112756368   ,XXL,8
PRODUCT,41383,Geographical Norway,Antonio,Antonio_man_navy,27,119.00,,29.90,Jacket men ᐧ Parka ᐧ theme: Italia ᐧ 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41383_image_669888487.jpg,http://www.brandsdistribution.com/prod/stock_prod41383_image_1179393199.jpg,http://www.brandsdistribution.com/prod/stock_prod41383_image_1147050052.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41383," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126758,3543112756375   ,S,4
MODEL,41383," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126759,3543112756382   ,M,7
MODEL,41383," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126760,3543112756399   ,L,10
MODEL,41383," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126761,3543112756405   ,XL,6
PRODUCT,41384,Geographical Norway,Antonio,Antonio_man_red,21,119.00,,29.90,Jacket men ᐧ Parka ᐧ theme: Italia ᐧ 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41384_image_2048450312.jpg,http://www.brandsdistribution.com/prod/stock_prod41384_image_1083012174.jpg,http://www.brandsdistribution.com/prod/stock_prod41384_image_769795796.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41384," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126763,3543112756467   ,M,5
MODEL,41384," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126764,3543112756474   ,L,8
MODEL,41384," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126765,3543112756481   ,XL,8
PRODUCT,41385,Geographical Norway,Antonio,Antonio_man_royal,18,119.00,,29.90,Jacket men ᐧ Parka ᐧ theme: Italia ᐧ 100% polyester ᐧ zip closure ᐧ hand wash,2.00,http://www.brandsdistribution.com/prod/stock_prod41385_image_297955775.jpg,http://www.brandsdistribution.com/prod/stock_prod41385_image_1539829261.jpg,http://www.brandsdistribution.com/prod/stock_prod41385_image_1144637929.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,41385," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126766,3543112756429   ,S,8
MODEL,41385," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126767,3543112756436   ,M,4
MODEL,41385," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126768,3543112756443   ,L,4
MODEL,41385," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",126769,3543112756450   ,XL,2
PRODUCT,52777,Geographical Norway,Archipel,Archipel_woman_black,37,199.00,,39.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and  fure ᐧ ᐧ - zip fastening ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod52777_image_1023905604.jpg,http://www.brandsdistribution.com/prod/stock_prod52777_image_1565329694.jpg,http://www.brandsdistribution.com/prod/stock_prod52777_image_465299638.jpg,Geographical Norway,Women,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,52777," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153272,,3,34
MODEL,52777," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153273,,4,3
PRODUCT,52778,Geographical Norway,Archipel,Archipel_woman_purple,19,199.00,,39.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and  fure ᐧ ᐧ - zip fastening ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod52778_image_933696800.jpg,http://www.brandsdistribution.com/prod/stock_prod52778_image_2024931859.jpg,http://www.brandsdistribution.com/prod/stock_prod52778_image_2003377851.jpg,Geographical Norway,Women,Jackets," "," "," ",Purple," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,52778," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153275,,2,3
MODEL,52778," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153276,,3,3
MODEL,52778," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153277,,4,6
MODEL,52778," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153278,,5,7
PRODUCT,52779,Geographical Norway,Archipel,Archipel_woman_white,49,199.00,,39.90,"Womens padded jacket ᐧ ᐧ - resistant to water and wind ᐧ ᐧ - external: 100% polyester, internal polyester ᐧ ᐧ - Jacket with hood and fure ᐧ ᐧ - zip fastening ᐧ ᐧ - multipocket ᐧ ᐧ - Hand wash",2.00,http://www.brandsdistribution.com/prod/stock_prod52779_image_1309181078.jpg,http://www.brandsdistribution.com/prod/stock_prod52779_image_1104125720.jpg,http://www.brandsdistribution.com/prod/stock_prod52779_image_1976542239.jpg,Geographical Norway,Women,Jackets," "," "," ",White," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,52779," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153279,,1,4
MODEL,52779," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153280,,2,17
MODEL,52779," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153281,,3,18
MODEL,52779," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",153282,,4,10
PRODUCT,37942,Geographical Norway,Arthur,Arthur_man_green_black,17,260.00,,65.00,Mens jacket ᐧ - 100% polyester ᐧ Jacket with detachable hood ᐧ - zip fastening ᐧ - six external pockets ᐧ - internal pockets ᐧ - wash at 30° ᐧ - ski jacket ᐧ - internal elastic detachable zipped gaiter,2.00,http://www.brandsdistribution.com/prod/stock_prod37942_image_2122452793.jpg,http://www.brandsdistribution.com/prod/stock_prod37942_image_1963683800.jpg,http://www.brandsdistribution.com/prod/stock_prod37942_image_445342282.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,37942," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",117502,3543112431104   ,S,4
MODEL,37942," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",117503,3543112431111   ,M,1
MODEL,37942," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",117504,3543112431128   ,L,8
MODEL,37942," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",117505,3543112431135   ,XL,4
PRODUCT,37944,Geographical Norway,Arthur,Arthur_man_orange_dgray,1,260.00,,54.90,Mens jacket ᐧ - 100% polyester ᐧ Jacket with detachable hood ᐧ - zip fastening ᐧ - six external pockets ᐧ - internal pockets ᐧ - wash at 30° ᐧ - ski jacket ᐧ - internal elastic detachable zipped gaiter,2.00,http://www.brandsdistribution.com/prod/stock_prod37944_image_1253335947.jpg,http://www.brandsdistribution.com/prod/stock_prod37944_image_617628751.jpg,http://www.brandsdistribution.com/prod/stock_prod37944_image_353040146.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,37944," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",117510,3543112431036   ,M,1
PRODUCT,39206,Geographical Norway,Arthur,Arthur_man_turquoise_dgray,1,260.00,,49.90,Mens jacket ᐧ - 100% polyester ᐧ Jacket with detachable hood ᐧ - zip fastening ᐧ - six external pockets ᐧ - internal pockets ᐧ - wash at 30° ᐧ - ski jacket ᐧ - internal elastic detachable zipped gaiter,2.00,http://www.brandsdistribution.com/prod/stock_prod39206_image_566795950.jpg,http://www.brandsdistribution.com/prod/stock_prod39206_image_833598182.jpg,http://www.brandsdistribution.com/prod/stock_prod39206_image_513441601.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39206," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121118,,M,1
PRODUCT,39207,Geographical Norway,Arthur,Arthur_man_royal_green,6,260.00,,49.90,Mens jacket ᐧ - 100% polyester ᐧ Jacket with detachable hood ᐧ - zip fastening ᐧ - six external pockets ᐧ - internal pockets ᐧ - wash at 30° ᐧ - ski jacket ᐧ - internal elastic detachable zipped gaiter,2.00,http://www.brandsdistribution.com/prod/stock_prod39207_image_1044564261.jpg,http://www.brandsdistribution.com/prod/stock_prod39207_image_343191109.jpg,http://www.brandsdistribution.com/prod/stock_prod39207_image_2037488710.jpg,Geographical Norway,Men,Jackets," "," "," "," "," "," "," "," "," "," "," ",," "," "," "," "," "
MODEL,39207," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121121,,S,1
MODEL,39207," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121122,,M,2
MODEL,39207," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",121123,,L,3
PRODUCT,54640,Geographical Norway,Atlas,Atlas_woman_black,308,180.00,,39.90," jacket ᐧ ᐧ - 100% polyester ᐧ ᐧ - Jacket with hood and fur ᐧ ᐧ - Zip fastener ᐧ ᐧ - Six external pockets ᐧ ᐧ - Three internal pockets ᐧ ᐧ - Wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod54640_image_1558255574.jpg,http://www.brandsdistribution.com/prod/stock_prod54640_image_390413861.jpg,http://www.brandsdistribution.com/prod/stock_prod54640_image_256704164.jpg,Geographical Norway,Women,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,54640," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157605,,1,31
MODEL,54640," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157606,,2,55
MODEL,54640," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157607,,3,124
MODEL,54640," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157608,,4,66
MODEL,54640," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157609,,5,32
PRODUCT,54651,Geographical Norway,Atlas,Atlas_woman_white,99,180.00,,39.90," jacket ᐧ ᐧ - 100% polyester ᐧ ᐧ - Jacket with hood and fur ᐧ ᐧ - Zip fastener ᐧ ᐧ - Six external pockets ᐧ ᐧ - Three internal pockets ᐧ ᐧ - Wash at 30°",2.00,http://www.brandsdistribution.com/prod/stock_prod54651_image_1011148044.jpg,http://www.brandsdistribution.com/prod/stock_prod54651_image_320773346.jpg,http://www.brandsdistribution.com/prod/stock_prod54651_image_1159654764.jpg,Geographical Norway,Women,Jackets," "," "," ",White," "," "," "," "," "," "," ",Women," "," "," "," "," "
MODEL,54651," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157657,,1,13
MODEL,54651," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157658,,2,17
MODEL,54651," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157659,,3,46
MODEL,54651," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",157660,,4,23
PRODUCT,55751,Geographical Norway,Atlas,Atlas_man_black,70,190.00,,49.90,"Mens hooded jacket ᐧ ᐧ - zip and buttons fastening, zipped hood with removable fur, 6 external pockets, 3 internal pockets ᐧ ᐧ - internal composition: 100% pl, external composition: 100% pl ᐧ ᐧ - wash at 30°C",2.00,http://www.brandsdistribution.com/prod/stock_prod55751_image_1281992938.jpg,http://www.brandsdistribution.com/prod/stock_prod55751_image_1997800333.jpg,http://www.brandsdistribution.com/prod/stock_prod55751_image_879805453.jpg,Geographical Norway,Men,Jackets," "," "," ",Black," "," "," "," "," "," "," ",Men," "," "," "," "," "
